Dis No,Hazard  Group,Hazard Type,Specific Hazard Name,Hazard Type Final,ISO,Data Source Type,Source Level,Source Origin,Reliability Rating,Start Year,Start Month,Start Day,End Year,End Month,End Day,Event Season,Data Entry Date,Data Last Updated,Magnitude,Magnitude Scale,Region,Country,Total Deaths,No. Affected,Location,Total Economic Loss,No. Houses Damaged/Destroyed,No. Houses Damaged,No. Houses Destroyed,No. Infrastucture Destroyed/Damaged,Gender Data Availability,No.Gender Female,No.Gender Male,No. Gender Other,No. Children,No. Disabled Population,Glide Number,Source Website,Complimentry Resources,
MET-20110724-WBTC-SRB-0004,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2011,7,24,2011,0,0,Summer,28/12/2025,1/29/2026,2000,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Malo Crniće,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Град је захватио подручја МЗ Кула, Божевац, Шапине, Забрега, Смољинац и Мало Градиште."
MET-20110720-WBTC-SRB-0009,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2011,7,20,2011,0,0,Summer,28/12/2025,1/29/2026,10,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Loznica-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Штета 10% на кукурузу.
MET-20110720-WBTC-SRB-0010,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2011,7,20,2011,0,0,Summer,28/12/2025,1/29/2026,435,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Rača,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Град је нанео штету у насељима: Вучић- захваћено 1х1,5 км, под културама 40% тј укупно 60ха; штета на 50ха до 15% на кукурузу, на 10ха до 20% на воћу и баштама
-Мирашевац- захваћено 1х2,5 км, под културама 30% тј укупно 75ха;штета на 65ха до 30% на кукурузу, на 10ха до 70% на воћу и баштама
-В.Крчмаре- захваћено 1х2 км, под културама 30% тј укупно 60ха;штета на 60ха до 30% на кукурузу
Сипић (нема ПГС)- захваћено 1х2 км, под културама 20% тј укупно 40ха;штета на 40ха до 30% на кукурузу
Укупно ошт"
MET-20110724-WBTC-SRB-0005,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2011,7,24,2011,0,0,Summer,28/12/2025,1/29/2026,3000,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Koceljeva,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Захваћени су делови следећих села: Доње Црниљево, Градојевић, Ћуковине и Галовић, где је процењена штета до 10%, Голочело (10-40%), Каменица (10-40%), Љутице (10-40%), Суботица (10-50%), Мали Бошњак (10-100% на воћу и поврћу), Драгиње (10-30%), Свилеува (10-40%), Баталаге (10-40%).  На 1990 хектара су евидентирана оштећења која се крећу од 10 до 100%."
MET-20110720-WBTC-SRB-0011,MeteorologicalHazards,Storm,Hailstorm,storm,SRB,1,1,Desinventar,Very High,2011,7,20,2011,0,0,Summer,28/12/2025,1/29/2026,200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Beograd-Grocka,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Град је нанено штету у насељима Врчин на површини 200 ха, 20 % кукуруз, 30 % воће и Заклопача површина је непозната до 30 % на воћу."
GEO-20110315-WBTC-SRB-0001,GeophysicalHazards,Landslide,Mudflow,mass_movement,SRB,1,1,Desinventar,Very High,2011,3,15,2011,0,0,Spring,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Beočin,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"У извештају постоје подаци само за један дан, иако се наводи да је клизиште још увек активно. Пошто немамо податке о броју угрожених људи одлучили смо да се свако домаћинство за које немамо податке о броју чланова третирамо као самачка. Под другим секторима подразумевамо куће које су погођене овим догађајем."
GEO-20110323-WBTC-SRB-0001,GeophysicalHazards,Landslide,Mudflow,mass_movement,SRB,1,1,Desinventar,Very High,2011,3,23,2011,0,0,Spring,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,2,N/A,Čačak-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
GEO-20110824-WBTC-SRB-0001,GeophysicalHazards,Landslide,Mudflow,mass_movement,SRB,1,1,Desinventar,Very High,2011,8,24,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,1,N/A,Ljubovija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
GEO-20110224-WBTC-SRB-0001,GeophysicalHazards,Landslide,Mudflow,mass_movement,SRB,1,1,Desinventar,Very High,2011,2,24,2011,0,0,Winter,12/29/2025,1/29/2026,800,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ub,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Клизиште се појавило на две локације. Други сектори-угрожени економски објекти. Иако није наведен узрок клизишта, треба напоменути да се истог дана излила рела Тамнава која је изазвала поплаву на територији општине Уб, а активирана су већ постојећа клизишта."
GEO-20110929-WBTC-SRB-0001,GeophysicalHazards,Landslide,Mudflow,mass_movement,SRB,1,1,Desinventar,Very High,2011,9,29,2011,0,0,Autumn,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,6,N/A,Beograd-Zemun,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Према информацији Градског центра за обавештавање Београд, 29.09.2011. године око 14:00 часова у Земуну у Улици Станка Пауновића бр. 2, приликом извођења радова на санацији клизишта дошло је до обрушавања земље на раднике привредног друштва ""Градинг С.С"". У одрону је било затрпано 6 радника. Током послеподневних часова извучена су тела тројице настрадалих радника, а око 20,30 часова  извучено је и тело четвртог настрадалог радника када је и завршена  претрага за настрадалим лицима."
MET-20110204-WBTC-SRB-0001,MeteorologicalHazards,Storm,Snowstorm,storm,SRB,1,1,Desinventar,Very High,2011,2,4,2011,0,0,Winter,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,1,N/A,Ćuprija,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110726-WBTC-SRB-0001,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,7,26,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bajina Bašta,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110808-WBTC-SRB-0001,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,8,8,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Sombor-Grad,N/A,8,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110630-WBTC-SRB-0002,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,30,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ćićevac,N/A,18,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110624-WBTC-SRB-0007,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,24,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Čajetina,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110624-WBTC-SRB-0008,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,24,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Prokuplje,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110624-WBTC-SRB-0009,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,24,2011,0,0,Summer,12/29/2025,1/29/2026,4755,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Merošina,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110624-WBTC-SRB-0010,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,24,2011,0,0,Summer,12/29/2025,1/29/2026,4000,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Lučani,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110624-WBTC-SRB-0011,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,24,2011,0,0,Summer,12/29/2025,1/29/2026,340,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kruševac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110608-WBTC-SRB-0005,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,8,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kraljevo-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110624-WBTC-SRB-0012,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,24,2011,0,0,Summer,12/29/2025,1/29/2026,4500,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ivanjica,N/A,100,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
MET-20110606-WBTC-SRB-0001,MeteorologicalHazards,Storm,Windstorm,storm,SRB,1,1,Desinventar,Very High,2011,6,6,2011,0,0,Summer,12/29/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Leskovac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100515-WBTC-SRB-0001,HydrologicalHazards,Floods,FlashFlood,flood,SRB,1,1,Desinventar,Very High,2010,5,15,2010,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,2,N/A,Trgovište,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100218-WBTC-SRB-0001,HydrologicalHazards,Floods,FlashFlood,flood,SRB,1,1,Desinventar,Very High,2010,2,18,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,188,Aleksinac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Услед наглог топњеља снега и велике количине воде на брани Бован долази до не контролисаног испуштања воде јер је водостај изнад левка. Ово је изазвало плављење домаћинстава у самом Алексинцу и осталим насељима.
HYDRO-20100111-WBTC-SRB-0001,HydrologicalHazards,Floods,FlashFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,11,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Aleksinac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Услед топљења снега дошло је до бујичне поплаве која је захватила осам насељених места на територији Општине Алексинац.
HYDRO-20100417-WBTC-SRB-0001,HydrologicalHazards,Floods,FlashFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,17,2010,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vranje-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Настала штета се процењује на пољопривредном земљишту у износу од 2.500.000,00 динара, док се штета од клизања земљишта и оштећења коловоза процењује на 220.000.000,00 динара. У самом насељу Врањска Бања штета на објектима, мостовима и речном кориту процењена је на 14.042.000 хиљаде динара."
HYDRO-20100101-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Sremski Karlovci,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100518-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,5,18,2010,0,0,Spring,28/12/2025,1/29/2026,1,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,2,N/A,Bujanovac,N/A,20,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100426-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,26,2010,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Beograd-Obrenovac,N/A,135,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100219-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,2,19,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Zaječar-Grad,N/A,845,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20101012-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,10,12,2010,0,0,Autumn,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Zrenjanin-Grad,N/A,248,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Novi Kneževac,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100601-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,6,1,2010,0,0,Summer,28/12/2025,1/29/2026,3000,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kikinda,N/A,150,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0003,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Novi Bečej,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0004,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Zrenjanin-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,poplave su potkopale stabla i doslo je do susenja istih
HYDRO-20100709-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,7,9,2010,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kragujevac-Grad,N/A,3200,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0005,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pančevo-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0006,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pančevo-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0007,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pančevo-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0008,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Pančevo-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0009,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Opovo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100101-WBTC-SRB-0010,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Opovo,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100115-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,15,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Bogatić,N/A,50,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100217-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,2,17,2010,0,0,Winter,28/12/2025,1/29/2026,235,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Žitoraða,N/A,100,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100422-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,22,2010,0,0,Spring,28/12/2025,1/29/2026,122,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Kruševac-Grad,N/A,41,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,Јужна Морава се излила у небрањеном делу у врло кратком времену.
HYDRO-20100101-WBTC-SRB-0011,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,1,2010,0,0,Winter,28/12/2025,1/29/2026,1267,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Leskovac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100912-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,9,12,2010,0,0,Autumn,28/12/2025,1/29/2026,2,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Užice-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100417-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,17,2010,0,0,Spring,28/12/2025,1/29/2026,24,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Vladičin Han,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100421-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,21,2010,0,0,Spring,28/12/2025,1/29/2026,1266,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Leskovac-Grad,N/A,200,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20101202-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,12,2,2010,0,0,Winter,28/12/2025,1/29/2026,140,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Mali Zvornik,N/A,30,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100622-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,6,22,2010,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Ada,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"22.06.2010.г. на основу одлуке бр. 020-3-31/2010-02 председника Општине Ада, проглашена је ванредна ситуација-одбарана од поплава унутрашњих вода на угроженим деловима територије Општине Ада."
HYDRO-20100420-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,20,2010,0,0,Spring,28/12/2025,1/29/2026,150,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Merošina,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100420-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,20,2010,0,0,Spring,28/12/2025,1/29/2026,1200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Doljevac,N/A,114,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Најугроженија подручја су била у селима Шарлинац, Мекиш и Шаиновац, оштећен је локални пут Дољевац - Русна у дужини од 200 метара."
HYDRO-20100420-WBTC-SRB-0003,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,20,2010,0,0,Spring,28/12/2025,1/29/2026,250,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,1,N/A,Gadžin Han,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20101228-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,12,28,2010,0,0,Winter,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Senta,N/A,50,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,"Насељено место. Евакуисано 3 домаћинства, број евакуисаних 3 произвољно сам одредио."
HYDRO-20100108-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,1,8,2010,0,0,Winter,28/12/2025,1/29/2026,250,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Šabac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100731-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,7,31,2010,0,0,Summer,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Čačak-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100601-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,6,1,2010,0,0,Summer,28/12/2025,1/29/2026,50,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Čačak-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20100401-WBTC-SRB-0001,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,4,1,2010,0,0,Spring,28/12/2025,1/29/2026,N/A,N/A,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Leskovac-Grad,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
HYDRO-20101202-WBTC-SRB-0002,HydrologicalHazards,Floods,RiverineFlood,flood,SRB,1,1,Desinventar,Very High,2010,12,2,2010,0,0,Winter,28/12/2025,1/29/2026,2200,Hectar,Western Balkans & Türkiye & Cyprus,Serbia,N/A,N/A,Šabac-Grad,N/A,181,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,https://www.desinventar.net/,,
